"","date_confirmation","daily_notification","state"
"1",2020-01-25,0,"ACT"
"2",2020-01-26,0,"ACT"
"3",2020-01-27,0,"ACT"
"4",2020-01-28,0,"ACT"
"5",2020-01-29,0,"ACT"
"6",2020-01-30,0,"ACT"
"7",2020-01-31,0,"ACT"
"8",2020-02-01,0,"ACT"
"9",2020-02-02,0,"ACT"
"10",2020-02-03,0,"ACT"
"11",2020-02-04,0,"ACT"
"12",2020-02-05,0,"ACT"
"13",2020-02-06,0,"ACT"
"14",2020-02-07,0,"ACT"
"15",2020-02-08,0,"ACT"
"16",2020-02-09,0,"ACT"
"17",2020-02-10,0,"ACT"
"18",2020-02-11,0,"ACT"
"19",2020-02-12,0,"ACT"
"20",2020-02-13,0,"ACT"
"21",2020-02-14,0,"ACT"
"22",2020-02-15,0,"ACT"
"23",2020-02-16,0,"ACT"
"24",2020-02-17,0,"ACT"
"25",2020-02-18,0,"ACT"
"26",2020-02-19,0,"ACT"
"27",2020-02-20,0,"ACT"
"28",2020-02-21,0,"ACT"
"29",2020-02-22,0,"ACT"
"30",2020-02-23,0,"ACT"
"31",2020-02-24,0,"ACT"
"32",2020-02-25,0,"ACT"
"33",2020-02-26,0,"ACT"
"34",2020-02-27,0,"ACT"
"35",2020-02-28,0,"ACT"
"36",2020-02-29,0,"ACT"
"37",2020-03-01,0,"ACT"
"38",2020-03-02,0,"ACT"
"39",2020-03-03,0,"ACT"
"40",2020-03-04,0,"ACT"
"41",2020-03-05,0,"ACT"
"42",2020-03-06,0,"ACT"
"43",2020-03-07,0,"ACT"
"44",2020-03-08,0,"ACT"
"45",2020-03-09,0,"ACT"
"46",2020-03-10,0,"ACT"
"47",2020-03-11,0,"ACT"
"48",2020-03-12,1,"ACT"
"49",2020-03-13,0,"ACT"
"50",2020-03-14,0,"ACT"
"51",2020-03-15,0,"ACT"
"52",2020-03-16,1,"ACT"
"53",2020-03-17,0,"ACT"
"54",2020-03-18,1,"ACT"
"55",2020-03-19,1,"ACT"
"56",2020-03-20,2,"ACT"
"57",2020-03-21,3,"ACT"
"58",2020-03-22,10,"ACT"
"59",2020-03-23,13,"ACT"
"60",2020-03-24,7,"ACT"
"61",2020-03-25,5,"ACT"
"62",2020-03-26,9,"ACT"
"63",2020-03-27,9,"ACT"
"64",2020-03-28,9,"ACT"
"65",2020-03-29,7,"ACT"
"66",2020-03-30,1,"ACT"
"67",2020-03-31,3,"ACT"
"68",2020-04-01,5,"ACT"
"69",2020-04-02,4,"ACT"
"70",2020-04-03,4,"ACT"
"71",2020-04-04,2,"ACT"
"72",2020-04-05,3,"ACT"
"73",2020-04-06,0,"ACT"
"74",2020-04-07,1,"ACT"
"75",2020-04-08,2,"ACT"
"76",2020-04-09,1,"ACT"
"77",2020-04-10,3,"ACT"
"78",2020-04-11,0,"ACT"
"79",2020-04-12,0,"ACT"
"80",2020-04-13,1,"ACT"
"81",2020-04-14,0,"ACT"
"82",2020-04-15,0,"ACT"
"83",2020-04-16,0,"ACT"
"84",2020-04-17,0,"ACT"
"85",2020-04-18,0,"ACT"
"86",2020-04-19,0,"ACT"
"87",2020-04-20,1,"ACT"
"88",2020-04-21,0,"ACT"
"89",2020-04-22,0,"ACT"
"90",2020-04-23,0,"ACT"
"91",2020-04-24,1,"ACT"
"92",2020-04-25,1,"ACT"
"93",2020-04-26,0,"ACT"
"94",2020-04-27,0,"ACT"
"95",2020-04-28,0,"ACT"
"96",2020-04-29,0,"ACT"
"97",2020-04-30,0,"ACT"
"98",2020-05-01,0,"ACT"
"99",2020-05-02,0,"ACT"
"100",2020-05-03,0,"ACT"
"101",2020-05-04,1,"ACT"
"102",2020-05-05,0,"ACT"
"103",2020-05-06,0,"ACT"
"104",2020-05-07,0,"ACT"
"105",2020-05-08,0,"ACT"
"106",2020-05-09,0,"ACT"
"107",2020-05-10,0,"ACT"
"108",2020-05-11,0,"ACT"
"109",2020-05-12,0,"ACT"
"110",2020-05-13,0,"ACT"
"111",2020-05-14,0,"ACT"
"112",2020-05-15,0,"ACT"
"113",2020-05-16,0,"ACT"
"114",2020-05-17,0,"ACT"
"115",2020-05-18,0,"ACT"
"116",2020-05-19,0,"ACT"
"117",2020-05-20,0,"ACT"
"118",2020-05-21,0,"ACT"
"119",2020-05-22,0,"ACT"
"120",2020-05-23,0,"ACT"
"121",2020-05-24,0,"ACT"
"122",2020-05-25,0,"ACT"
"123",2020-05-26,0,"ACT"
"124",2020-05-27,0,"ACT"
"125",2020-05-28,0,"ACT"
"126",2020-05-29,0,"ACT"
"127",2020-05-30,0,"ACT"
"128",2020-05-31,0,"ACT"
"129",2020-06-01,0,"ACT"
"130",2020-06-02,0,"ACT"
"131",2020-06-03,0,"ACT"
"132",2020-06-04,0,"ACT"
"133",2020-06-05,0,"ACT"
"134",2020-06-06,0,"ACT"
"135",2020-06-07,1,"ACT"
"136",2020-06-08,0,"ACT"
"137",2020-06-09,0,"ACT"
"138",2020-06-10,0,"ACT"
"139",2020-06-11,0,"ACT"
"140",2020-06-12,0,"ACT"
"141",2020-06-13,0,"ACT"
"142",2020-06-14,0,"ACT"
"143",2020-06-15,0,"ACT"
"144",2020-06-16,0,"ACT"
"145",2020-06-17,0,"ACT"
"146",2020-06-18,0,"ACT"
"147",2020-06-19,0,"ACT"
"148",2020-06-20,0,"ACT"
"149",2020-06-21,0,"ACT"
"150",2020-06-22,0,"ACT"
"151",2020-06-23,0,"ACT"
"152",2020-06-24,0,"ACT"
"153",2020-06-25,0,"ACT"
"154",2020-06-26,0,"ACT"
"155",2020-06-27,0,"ACT"
"156",2020-06-28,0,"ACT"
"157",2020-06-29,0,"ACT"
"158",2020-06-30,0,"ACT"
"159",2020-07-01,0,"ACT"
"160",2020-07-02,0,"ACT"
"161",2020-07-03,0,"ACT"
"162",2020-07-04,0,"ACT"
"163",2020-07-05,0,"ACT"
"164",2020-07-06,0,"ACT"
"165",2020-07-07,0,"ACT"
"166",2020-07-08,3,"ACT"
"167",2020-07-09,1,"ACT"
"168",2020-07-10,1,"ACT"
"169",2020-07-11,0,"ACT"
"170",2020-07-12,0,"ACT"
"171",2020-07-13,0,"ACT"
"172",2020-07-14,0,"ACT"
"173",2020-07-15,0,"ACT"
"174",2020-07-16,0,"ACT"
"175",2020-07-17,0,"ACT"
"176",2020-07-18,0,"ACT"
"177",2020-07-19,0,"ACT"
"178",2020-07-20,0,"ACT"
"179",2020-07-21,0,"ACT"
"180",2020-07-22,0,"ACT"
"181",2020-07-23,0,"ACT"
"182",2020-07-24,0,"ACT"
"183",2020-07-25,0,"ACT"
"184",2020-07-26,0,"ACT"
"185",2020-07-27,0,"ACT"
"186",2020-07-28,0,"ACT"
"187",2020-07-29,0,"ACT"
"188",2020-07-30,0,"ACT"
"189",2020-07-31,0,"ACT"
"190",2020-08-01,0,"ACT"
"191",2020-08-02,0,"ACT"
"192",2020-08-03,0,"ACT"
"193",2020-08-04,0,"ACT"
"194",2020-08-05,0,"ACT"
"195",2020-08-06,0,"ACT"
"196",2020-08-07,0,"ACT"
"197",2020-08-08,0,"ACT"
"198",2020-08-09,0,"ACT"
"199",2020-08-10,0,"ACT"
"200",2020-08-11,0,"ACT"
"201",2020-08-12,0,"ACT"
"202",2020-08-13,0,"ACT"
"203",2020-08-14,0,"ACT"
"204",2020-08-15,0,"ACT"
"205",2020-08-16,0,"ACT"
"206",2020-08-17,0,"ACT"
"207",2020-08-18,0,"ACT"
"208",2020-08-19,0,"ACT"
"209",2020-08-20,0,"ACT"
"210",2020-08-21,0,"ACT"
"211",2020-08-22,0,"ACT"
"212",2020-08-23,0,"ACT"
"213",2020-08-24,0,"ACT"
"214",2020-08-25,0,"ACT"
"215",2020-08-26,0,"ACT"
"216",2020-08-27,0,"ACT"
"217",2020-08-28,0,"ACT"
"218",2020-08-29,0,"ACT"
"219",2020-08-30,0,"ACT"
"220",2020-08-31,0,"ACT"
"221",2020-09-01,0,"ACT"
"222",2020-09-02,0,"ACT"
"223",2020-09-03,0,"ACT"
"224",2020-09-04,0,"ACT"
"225",2020-09-05,0,"ACT"
"226",2020-09-06,0,"ACT"
"227",2020-09-07,0,"ACT"
"228",2020-09-08,0,"ACT"
"229",2020-09-09,0,"ACT"
"230",2020-09-10,0,"ACT"
"231",2020-09-11,0,"ACT"
"232",2020-09-12,0,"ACT"
"233",2020-09-13,0,"ACT"
"234",2020-09-14,0,"ACT"
"235",2020-09-15,0,"ACT"
"236",2020-09-16,0,"ACT"
"237",2020-09-17,0,"ACT"
"238",2020-09-18,0,"ACT"
"239",2020-09-19,0,"ACT"
"240",2020-09-20,0,"ACT"
"241",2020-09-21,0,"ACT"
"242",2020-09-22,0,"ACT"
"243",2020-09-23,0,"ACT"
"244",2020-09-24,0,"ACT"
"245",2020-09-25,0,"ACT"
"246",2020-09-26,0,"ACT"
"247",2020-09-27,0,"ACT"
"248",2020-09-28,0,"ACT"
"249",2020-09-29,0,"ACT"
"250",2020-09-30,0,"ACT"
"251",2020-10-01,0,"ACT"
"252",2020-10-02,0,"ACT"
"253",2020-10-03,0,"ACT"
"254",2020-10-04,0,"ACT"
"255",2020-10-05,0,"ACT"
"256",2020-10-06,0,"ACT"
"257",2020-10-07,0,"ACT"
"258",2020-10-08,0,"ACT"
"259",2020-10-09,0,"ACT"
"260",2020-10-10,0,"ACT"
"261",2020-10-11,0,"ACT"
"262",2020-10-12,0,"ACT"
"263",2020-10-13,0,"ACT"
"264",2020-10-14,0,"ACT"
"265",2020-10-15,0,"ACT"
"266",2020-10-16,0,"ACT"
"267",2020-10-17,0,"ACT"
"268",2020-10-18,0,"ACT"
"269",2020-10-19,0,"ACT"
"270",2020-10-20,0,"ACT"
"271",2020-10-21,0,"ACT"
"272",2020-10-22,1,"ACT"
"273",2020-10-23,0,"ACT"
"274",2020-10-24,0,"ACT"
"275",2020-10-25,0,"ACT"
"276",2020-10-26,0,"ACT"
"277",2020-10-27,0,"ACT"
"278",2020-10-28,0,"ACT"
"279",2020-10-29,0,"ACT"
"280",2020-10-30,0,"ACT"
"281",2020-10-31,0,"ACT"
"282",2020-11-01,0,"ACT"
"283",2020-11-02,0,"ACT"
"284",2020-11-03,0,"ACT"
"285",2020-11-04,0,"ACT"
"286",2020-11-05,0,"ACT"
"287",2020-11-06,0,"ACT"
"288",2020-11-07,0,"ACT"
"289",2020-11-08,0,"ACT"
"290",2020-11-09,0,"ACT"
"291",2020-11-10,0,"ACT"
"292",2020-11-11,0,"ACT"
"293",2020-11-12,0,"ACT"
"294",2020-11-13,0,"ACT"
"295",2020-11-14,0,"ACT"
"296",2020-11-15,0,"ACT"
"297",2020-11-16,0,"ACT"
"298",2020-11-17,0,"ACT"
"299",2020-11-18,1,"ACT"
"300",2020-11-19,0,"ACT"
"301",2020-11-20,0,"ACT"
"302",2020-11-21,0,"ACT"
"303",2020-11-22,0,"ACT"
"304",2020-11-23,0,"ACT"
"305",2020-11-24,0,"ACT"
"306",2020-11-25,0,"ACT"
"307",2020-11-26,0,"ACT"
"308",2020-11-27,1,"ACT"
"309",2020-11-28,1,"ACT"
"310",2020-11-29,0,"ACT"
"311",2020-11-30,0,"ACT"
"312",2020-12-01,0,"ACT"
"313",2020-12-02,0,"ACT"
"314",2020-12-03,0,"ACT"
"315",2020-12-04,0,"ACT"
"316",2020-12-05,0,"ACT"
"317",2020-12-06,0,"ACT"
"318",2020-12-07,0,"ACT"
"319",2020-12-08,0,"ACT"
"320",2020-12-09,0,"ACT"
"321",2020-12-10,0,"ACT"
"322",2020-12-11,0,"ACT"
"323",2020-12-12,0,"ACT"
"324",2020-12-13,0,"ACT"
"325",2020-12-14,0,"ACT"
"326",2020-12-15,0,"ACT"
"327",2020-12-16,0,"ACT"
"328",2020-12-17,0,"ACT"
"329",2020-12-18,0,"ACT"
"330",2020-12-19,0,"ACT"
"331",2020-12-20,1,"ACT"
"332",2020-12-21,0,"ACT"
"333",2020-12-22,0,"ACT"
"334",2020-12-23,0,"ACT"
"335",2020-12-24,0,"ACT"
"336",2020-12-25,0,"ACT"
"337",2020-12-26,0,"ACT"
"338",2020-12-27,0,"ACT"
"339",2020-12-28,0,"ACT"
"340",2020-12-29,0,"ACT"
"341",2020-12-30,0,"ACT"
"342",2020-12-31,0,"ACT"
"343",2021-01-01,0,"ACT"
"344",2021-01-02,0,"ACT"
"345",2021-01-03,0,"ACT"
"346",2021-01-04,0,"ACT"
"347",2021-01-05,0,"ACT"
"348",2021-01-06,0,"ACT"
"349",2021-01-07,0,"ACT"
"350",2021-01-08,0,"ACT"
"351",2021-01-09,0,"ACT"
"352",2021-01-10,0,"ACT"
"353",2021-01-11,0,"ACT"
"354",2021-01-12,0,"ACT"
"355",2021-01-13,0,"ACT"
"356",2021-01-14,0,"ACT"
"357",2021-01-15,0,"ACT"
"358",2021-01-16,0,"ACT"
"359",2021-01-17,0,"ACT"
"360",2021-01-18,0,"ACT"
"361",2021-01-19,0,"ACT"
"362",2021-01-20,0,"ACT"
"363",2021-01-21,0,"ACT"
"364",2021-01-22,0,"ACT"
"365",2021-01-23,0,"ACT"
"366",2021-01-24,0,"ACT"
"367",2021-01-25,0,"ACT"
"368",2021-01-26,0,"ACT"
"369",2021-01-27,0,"ACT"
"370",2021-01-28,0,"ACT"
"371",2021-01-29,0,"ACT"
"372",2021-01-30,0,"ACT"
"373",2021-01-31,0,"ACT"
"374",2021-02-01,0,"ACT"
"375",2021-02-02,0,"ACT"
"376",2021-02-03,0,"ACT"
"377",2021-02-04,0,"ACT"
"378",2021-02-05,0,"ACT"
"379",2021-02-06,0,"ACT"
"380",2021-02-07,0,"ACT"
"381",2021-02-08,0,"ACT"
"382",2021-02-09,0,"ACT"
"383",2021-02-10,0,"ACT"
"384",2021-02-11,0,"ACT"
"385",2021-02-12,0,"ACT"
"386",2021-02-13,0,"ACT"
"387",2021-02-14,0,"ACT"
"388",2021-02-15,0,"ACT"
"389",2021-02-16,0,"ACT"
"390",2021-02-17,0,"ACT"
"391",2021-02-18,0,"ACT"
"392",2021-02-19,0,"ACT"
"393",2021-02-20,0,"ACT"
"394",2021-02-21,0,"ACT"
"395",2021-02-22,0,"ACT"
"396",2021-02-23,0,"ACT"
"397",2021-02-24,0,"ACT"
"398",2021-02-25,0,"ACT"
"399",2021-02-26,0,"ACT"
"400",2021-02-27,0,"ACT"
"401",2021-02-28,0,"ACT"
"402",2021-03-01,0,"ACT"
"403",2021-03-02,0,"ACT"
"404",2021-03-03,2,"ACT"
"405",2021-03-04,0,"ACT"
"406",2021-03-05,0,"ACT"
"407",2021-03-06,0,"ACT"
"408",2021-03-07,2,"ACT"
"409",2021-03-08,0,"ACT"
"410",2021-03-09,0,"ACT"
"411",2021-03-10,1,"ACT"
"412",2021-03-11,0,"ACT"
"413",2021-03-12,0,"ACT"
"414",2021-03-13,0,"ACT"
"415",2021-03-14,0,"ACT"
"416",2021-03-15,0,"ACT"
"417",2021-03-16,0,"ACT"
"418",2021-03-17,0,"ACT"
"419",2021-03-18,0,"ACT"
"420",2021-03-19,0,"ACT"
"421",2021-03-20,0,"ACT"
"422",2021-03-21,0,"ACT"
"423",2021-03-22,0,"ACT"
"424",2021-03-23,0,"ACT"
"425",2021-03-24,0,"ACT"
"426",2021-03-25,0,"ACT"
"427",2021-03-26,0,"ACT"
"428",2021-03-27,0,"ACT"
"429",2021-03-28,0,"ACT"
"430",2021-03-29,0,"ACT"
"431",2021-03-30,0,"ACT"
"432",2021-03-31,0,"ACT"
"433",2021-04-01,0,"ACT"
"434",2021-04-02,0,"ACT"
"435",2021-04-03,0,"ACT"
"436",2021-04-04,0,"ACT"
"437",2021-04-05,0,"ACT"
"438",2021-04-06,0,"ACT"
"439",2021-04-07,0,"ACT"
"440",2021-04-08,0,"ACT"
"441",2021-04-09,0,"ACT"
"442",2021-04-10,0,"ACT"
"443",2021-04-11,0,"ACT"
"444",2021-04-12,0,"ACT"
"445",2021-04-13,0,"ACT"
"446",2021-04-14,0,"ACT"
"447",2021-04-15,0,"ACT"
"448",2021-04-16,0,"ACT"
"449",2021-04-17,0,"ACT"
"450",2021-04-18,0,"ACT"
"451",2021-04-19,0,"ACT"
"452",2021-04-20,0,"ACT"
"453",2021-04-21,0,"ACT"
"454",2021-04-22,0,"ACT"
"455",2021-04-23,0,"ACT"
"456",2021-04-24,0,"ACT"
"457",2021-04-25,0,"ACT"
"458",2021-04-26,0,"ACT"
"459",2021-04-27,0,"ACT"
"460",2021-04-28,0,"ACT"
"461",2021-04-29,1,"ACT"
"462",2021-04-30,0,"ACT"
"463",2021-05-01,0,"ACT"
"464",2021-05-02,0,"ACT"
"465",2021-05-03,0,"ACT"
"466",2021-05-04,0,"ACT"
"467",2021-05-05,0,"ACT"
"468",2021-05-06,0,"ACT"
"469",2021-05-07,0,"ACT"
"470",2021-05-08,0,"ACT"
"471",2021-05-09,0,"ACT"
"472",2021-05-10,0,"ACT"
"473",2021-05-11,0,"ACT"
"474",2021-05-12,0,"ACT"
"475",2021-05-13,0,"ACT"
"476",2021-05-14,0,"ACT"
"477",2021-05-15,0,"ACT"
"478",2021-05-16,0,"ACT"
"479",2021-05-17,0,"ACT"
"480",2021-05-18,0,"ACT"
"481",2021-05-19,0,"ACT"
"482",2021-05-20,0,"ACT"
"483",2021-05-21,0,"ACT"
"484",2021-05-22,0,"ACT"
"485",2021-05-23,0,"ACT"
"486",2021-05-24,0,"ACT"
"487",2021-05-25,0,"ACT"
"488",2021-05-26,0,"ACT"
"489",2021-05-27,0,"ACT"
"490",2021-05-28,0,"ACT"
"491",2021-05-29,0,"ACT"
"492",2021-05-30,0,"ACT"
"493",2021-05-31,0,"ACT"
"494",2021-06-01,0,"ACT"
"495",2021-06-02,0,"ACT"
"496",2021-06-03,0,"ACT"
"497",2021-06-04,0,"ACT"
"498",2021-06-05,0,"ACT"
"499",2021-06-06,0,"ACT"
"500",2021-06-07,0,"ACT"
"501",2021-06-08,0,"ACT"
"502",2021-06-09,0,"ACT"
"503",2021-06-10,0,"ACT"
"504",2021-06-11,0,"ACT"
"505",2021-06-12,0,"ACT"
"506",2021-06-13,0,"ACT"
"507",2021-06-14,0,"ACT"
"508",2021-06-15,0,"ACT"
"509",2021-06-16,0,"ACT"
"510",2021-06-17,0,"ACT"
"511",2021-06-18,0,"ACT"
"512",2021-06-19,0,"ACT"
"513",2021-06-20,0,"ACT"
"514",2021-06-21,0,"ACT"
"515",2021-06-22,0,"ACT"
"516",2021-06-23,0,"ACT"
"517",2021-06-24,0,"ACT"
"518",2021-06-25,0,"ACT"
"519",2021-06-26,0,"ACT"
"520",2021-06-27,0,"ACT"
"521",2021-06-28,0,"ACT"
"522",2021-06-29,0,"ACT"
"523",2021-06-30,0,"ACT"
"524",2021-07-01,0,"ACT"
"525",2021-07-02,0,"ACT"
"526",2021-07-03,0,"ACT"
"527",2021-07-04,0,"ACT"
"528",2021-07-05,0,"ACT"
"529",2021-07-06,0,"ACT"
"530",2021-07-07,0,"ACT"
"531",2021-07-08,0,"ACT"
"532",2021-07-09,0,"ACT"
"533",2021-07-10,0,"ACT"
"534",2021-07-11,0,"ACT"
"535",2021-07-12,0,"ACT"
"536",2021-07-13,0,"ACT"
"537",2021-07-14,0,"ACT"
"538",2021-07-15,0,"ACT"
"539",2021-07-16,0,"ACT"
"540",2021-07-17,0,"ACT"
"541",2021-07-18,0,"ACT"
"542",2021-07-19,0,"ACT"
"543",2021-07-20,0,"ACT"
"544",2021-07-21,0,"ACT"
"545",2021-07-22,0,"ACT"
"546",2021-07-23,0,"ACT"
"547",2021-07-24,0,"ACT"
"548",2021-07-25,0,"ACT"
"549",2021-07-26,0,"ACT"
"550",2021-07-27,0,"ACT"
"551",2021-07-28,0,"ACT"
"552",2021-07-29,0,"ACT"
"553",2021-07-30,0,"ACT"
"554",2021-07-31,0,"ACT"
"555",2021-08-01,0,"ACT"
"556",2021-08-02,0,"ACT"
"557",2021-08-03,0,"ACT"
"558",2021-08-04,0,"ACT"
"559",2021-08-05,0,"ACT"
"560",2021-08-06,0,"ACT"
"561",2021-08-07,0,"ACT"
"562",2021-08-08,0,"ACT"
"563",2021-08-09,0,"ACT"
"564",2021-08-10,0,"ACT"
"565",2021-08-11,0,"ACT"
"566",2021-08-12,1,"ACT"
"567",2021-08-13,4,"ACT"
"568",2021-08-14,1,"ACT"
"569",2021-08-15,3,"ACT"
"570",2021-08-16,19,"ACT"
"571",2021-08-17,17,"ACT"
"572",2021-08-18,22,"ACT"
"573",2021-08-19,16,"ACT"
"574",2021-08-20,12,"ACT"
"575",2021-08-21,8,"ACT"
"576",2021-08-22,19,"ACT"
"577",2021-08-23,16,"ACT"
"578",2021-08-24,30,"ACT"
"579",2021-08-25,9,"ACT"
"580",2021-08-26,14,"ACT"
"581",2021-08-27,21,"ACT"
"582",2021-08-28,26,"ACT"
"583",2021-08-29,13,"ACT"
"584",2021-08-30,12,"ACT"
"585",2021-08-31,13,"ACT"
"586",2021-09-01,23,"ACT"
"587",2021-09-02,12,"ACT"
"588",2021-09-03,18,"ACT"
"589",2021-09-04,32,"ACT"
"590",2021-09-05,15,"ACT"
"591",2021-09-06,11,"ACT"
"592",2021-09-07,19,"ACT"
"593",2021-09-08,20,"ACT"
"594",2021-09-09,15,"ACT"
"595",2021-09-10,24,"ACT"
"596",2021-09-11,15,"ACT"
"597",2021-09-12,15,"ACT"
"598",2021-09-13,13,"ACT"
"599",2021-09-14,22,"ACT"
"600",2021-09-15,13,"ACT"
"601",2021-09-16,15,"ACT"
"602",2021-09-17,30,"ACT"
"603",2021-09-18,15,"ACT"
"604",2021-09-19,17,"ACT"
"605",2021-09-20,7,"ACT"
"606",2021-09-21,16,"ACT"
"607",2021-09-22,17,"ACT"
"608",2021-09-23,16,"ACT"
"609",2021-09-24,19,"ACT"
"610",2021-09-25,32,"ACT"
"611",2021-09-26,25,"ACT"
"612",2021-09-27,19,"ACT"
"613",2021-09-28,13,"ACT"
"614",2021-09-29,22,"ACT"
"615",2021-09-30,31,"ACT"
"616",2021-10-01,52,"ACT"
"617",2021-10-02,52,"ACT"
"618",2021-10-03,38,"ACT"
"619",2021-10-04,28,"ACT"
"620",2021-10-05,33,"ACT"
"621",2021-10-06,28,"ACT"
"622",2021-10-07,41,"ACT"
"623",2021-10-08,40,"ACT"
"624",2021-10-09,25,"ACT"
"625",2021-10-10,30,"ACT"
"626",2021-10-11,32,"ACT"
"627",2021-10-12,28,"ACT"
"628",2021-10-13,51,"ACT"
"629",2021-10-14,46,"ACT"
"630",2021-10-15,35,"ACT"
"631",2021-10-16,20,"ACT"
"632",2021-10-17,33,"ACT"
"633",2021-10-18,17,"ACT"
"634",2021-10-19,24,"ACT"
"635",2021-10-20,24,"ACT"
"636",2021-10-21,28,"ACT"
"637",2021-10-22,13,"ACT"
"638",2021-10-23,24,"ACT"
"639",2021-10-24,9,"ACT"
"640",2021-10-25,9,"ACT"
"641",2021-10-26,12,"ACT"
"642",2021-10-27,10,"ACT"
"643",2021-10-28,8,"ACT"
"644",2021-10-29,10,"ACT"
"645",2021-10-30,9,"ACT"
"646",2021-10-31,7,"ACT"
"647",2021-11-01,5,"ACT"
"648",2021-11-02,8,"ACT"
"649",2021-11-03,15,"ACT"
"650",2021-11-04,13,"ACT"
"651",2021-11-05,6,"ACT"
"652",2021-11-06,18,"ACT"
"653",2021-11-07,13,"ACT"
"654",2021-11-08,13,"ACT"
"655",2021-11-09,18,"ACT"
"656",2021-11-10,9,"ACT"
"657",2021-11-11,9,"ACT"
"658",2021-11-12,15,"ACT"
"659",2021-11-13,11,"ACT"
"660",2021-11-14,15,"ACT"
"661",2021-11-15,10,"ACT"
"662",2021-11-16,12,"ACT"
"663",2021-11-17,6,"ACT"
"664",2021-11-18,25,"ACT"
"665",2021-11-19,17,"ACT"
"666",2021-11-20,14,"ACT"
"667",2021-11-21,16,"ACT"
"668",2021-11-22,11,"ACT"
"669",2021-11-23,19,"ACT"
"670",2021-11-24,15,"ACT"
"671",2021-11-25,8,"ACT"
"672",2021-11-26,8,"ACT"
"673",2021-11-27,7,"ACT"
"674",2021-11-28,7,"ACT"
"675",2021-11-29,7,"ACT"
"676",2021-11-30,6,"ACT"
"677",2021-12-01,4,"ACT"
"678",2021-12-02,8,"ACT"
"679",2021-12-03,4,"ACT"
"680",2021-12-04,7,"ACT"
"681",2021-12-05,6,"ACT"
"682",2021-12-06,6,"ACT"
"683",2021-12-07,3,"ACT"
"684",2021-12-08,8,"ACT"
"685",2021-12-09,4,"ACT"
"686",2021-12-10,6,"ACT"
"687",2021-12-11,11,"ACT"
"688",2021-12-12,1,"ACT"
"689",2021-12-13,3,"ACT"
"690",2021-12-14,4,"ACT"
"691",2021-12-15,7,"ACT"
"692",2021-12-16,11,"ACT"
"693",2021-12-17,20,"ACT"
"694",2021-12-18,18,"ACT"
"695",2021-12-19,18,"ACT"
"696",2021-12-20,13,"ACT"
"697",2021-12-21,16,"ACT"
"698",2021-12-22,58,"ACT"
"699",2021-12-23,85,"ACT"
"700",2021-12-24,102,"ACT"
"701",2021-12-25,142,"ACT"
"702",2021-12-26,71,"ACT"
"703",2021-12-27,189,"ACT"
"704",2021-12-28,252,"ACT"
"705",2021-12-29,138,"ACT"
"706",2021-12-30,253,"ACT"
"707",2021-12-31,462,"ACT"
"708",2022-01-01,448,"ACT"
"709",2022-01-02,506,"ACT"
"710",2022-01-03,514,"ACT"
"711",2022-01-04,926,"ACT"
"712",2022-01-05,810,"ACT"
"713",2022-01-06,992,"ACT"
"714",2022-01-07,1246,"ACT"
"715",2022-01-08,1305,"ACT"
"716",2022-01-09,1039,"ACT"
"717",2022-01-10,938,"ACT"
"718",2022-01-11,1508,"ACT"
"719",2022-01-12,1078,"ACT"
"720",2022-01-13,1020,"ACT"
"721",2022-01-14,1125,"ACT"
"722",2022-01-15,1320,"ACT"
"723",2022-01-16,1316,"ACT"
"724",2022-01-17,1601,"ACT"
"725",2022-01-18,1860,"ACT"
"726",2022-01-19,1467,"ACT"
"727",2022-01-20,892,"ACT"
"728",2022-01-21,826,"ACT"
"729",2022-01-22,666,"ACT"
"730",2022-01-23,694,"ACT"
"731",2022-01-24,756,"ACT"
"732",2022-01-25,904,"ACT"
"733",2022-01-26,896,"ACT"
"734",2022-01-27,884,"ACT"
"735",2022-01-28,734,"ACT"
"736",2022-01-29,620,"ACT"
"737",2022-01-30,584,"ACT"
"738",2022-01-31,537,"ACT"
"739",2022-02-01,522,"ACT"
"740",2022-02-02,549,"ACT"
"741",2022-02-03,529,"ACT"
"742",2022-02-04,449,"ACT"
"743",2022-02-05,372,"ACT"
"744",2022-02-06,323,"ACT"
"745",2022-02-07,299,"ACT"
"746",2022-02-08,495,"ACT"
"747",2022-02-09,475,"ACT"
"748",2022-02-10,500,"ACT"
"749",2022-02-11,489,"ACT"
"750",2022-02-12,428,"ACT"
"751",2022-02-13,458,"ACT"
"752",2022-02-14,375,"ACT"
"753",2022-02-15,455,"ACT"
"754",2022-02-16,594,"ACT"
"755",2022-02-17,537,"ACT"
"756",2022-02-18,561,"ACT"
"757",2022-02-19,355,"ACT"
"758",2022-02-20,560,"ACT"
"759",2022-02-21,458,"ACT"
"760",2022-02-22,583,"ACT"
"761",2022-02-23,946,"ACT"
"762",2022-02-24,661,"ACT"
"763",2022-02-25,773,"ACT"
"764",2022-02-26,478,"ACT"
"765",2022-02-27,495,"ACT"
"766",2022-02-28,464,"ACT"
"767",2022-03-01,692,"ACT"
"768",2022-03-02,1053,"ACT"
"769",2022-03-03,690,"ACT"
"770",2022-03-04,794,"ACT"
"771",2022-03-05,696,"ACT"
"772",2022-03-06,562,"ACT"
"773",2022-03-07,553,"ACT"
"774",2022-03-08,658,"ACT"
"775",2022-03-09,838,"ACT"
"776",2022-03-10,821,"ACT"
