"","date_confirmation","daily_notification","state"
"1769",2022-04-10,15683,"NSW"
"1770",2022-04-11,13468,"NSW"
"1771",2022-04-12,15334,"NSW"
"1772",2022-04-13,18265,"NSW"
"1773",2022-04-14,17856,"NSW"
"1774",2022-04-15,15367,"NSW"
"1775",2022-04-16,13601,"NSW"
"1776",2022-04-17,9725,"NSW"
"1777",2022-04-18,11166,"NSW"
"1778",2022-04-19,10856,"NSW"
"1779",2022-04-20,15414,"NSW"
"1780",2022-04-21,17447,"NSW"
"1781",2022-04-22,15283,"NSW"
"1782",2022-04-23,12633,"NSW"
"1783",2022-04-24,11107,"NSW"
"1784",2022-04-25,7985,"NSW"
"1785",2022-04-26,9849,"NSW"
"1786",2022-04-27,12188,"NSW"
"1787",2022-04-28,13771,"NSW"
"1788",2022-04-29,11903,"NSW"
"1789",2022-04-30,11709,"NSW"
"1790",2022-05-01,9303,"NSW"
"1791",2022-05-02,7723,"NSW"
"1792",2022-05-03,9656,"NSW"
"1793",2022-05-04,11939,"NSW"
"1794",2022-05-05,18529,"NSW"
"1795",2022-05-06,10995,"NSW"
"1796",2022-05-07,11671,"NSW"
"1797",2022-05-08,8891,"NSW"
"1798",2022-05-09,7793,"NSW"
"1799",2022-05-10,10321,"NSW"
"1800",2022-05-11,12265,"NSW"
"1801",2022-05-12,12600,"NSW"
"1802",2022-05-13,12020,"NSW"
"1803",2022-05-14,10954,"NSW"
"1804",2022-05-15,9036,"NSW"
"1805",2022-05-16,8286,"NSW"
"1806",2022-05-17,10972,"NSW"
"1807",2022-05-18,12297,"NSW"
"1808",2022-05-19,10964,"NSW"
"1809",2022-05-20,10084,"NSW"
"1810",2022-05-21,9632,"NSW"
"1811",2022-05-22,8523,"NSW"
"1812",2022-05-23,7178,"NSW"
"1813",2022-05-24,8751,"NSW"
"1814",2022-05-25,8970,"NSW"
"1815",2022-05-26,10926,"NSW"
"1816",2022-05-27,8690,"NSW"
"1817",2022-05-28,7540,"NSW"
"1818",2022-05-29,6545,"NSW"
"1819",2022-05-30,5855,"NSW"
"1820",2022-05-31,7342,"NSW"
"1821",2022-06-01,8383,"NSW"
"1822",2022-06-02,7583,"NSW"
"1823",2022-06-03,7412,"NSW"
"1824",2022-06-04,6594,"NSW"
"1825",2022-06-05,5168,"NSW"
"1826",2022-06-06,4486,"NSW"
"1827",2022-06-07,6385,"NSW"
"1828",2022-06-08,7825,"NSW"
"1829",2022-06-09,8201,"NSW"
"1830",2022-06-10,7551,"NSW"
"1831",2022-06-11,6254,"NSW"
"1832",2022-06-12,5387,"NSW"
"1833",2022-06-13,4600,"NSW"
"1834",2022-06-14,5157,"NSW"
"1835",2022-06-15,7260,"NSW"
"1836",2022-06-16,9117,"NSW"
"1837",2022-06-17,8355,"NSW"
"1838",2022-06-18,8119,"NSW"
"1839",2022-06-19,6348,"NSW"
"1840",2022-06-20,6076,"NSW"
"1841",2022-06-21,7805,"NSW"
"1842",2022-06-22,9472,"NSW"
"1843",2022-06-23,9203,"NSW"
"1844",2022-06-24,9136,"NSW"
"1845",2022-06-25,8266,"NSW"
"1846",2022-06-26,7461,"NSW"
"1847",2022-06-27,6862,"NSW"
"1848",2022-06-28,8623,"NSW"
"1849",2022-06-29,11067,"NSW"
"1850",2022-06-30,11504,"NSW"
"1851",2022-07-01,10930,"NSW"
"1852",2022-07-02,11085,"NSW"
"1853",2022-07-03,8864,"NSW"
"1854",2022-07-04,8958,"NSW"
"1855",2022-07-05,10504,"NSW"
"1856",2022-07-06,13775,"NSW"
"1857",2022-07-07,13343,"NSW"
"1858",2022-07-08,12768,"NSW"
"1859",2022-07-09,11434,"NSW"
"1860",2022-07-10,8670,"NSW"
"1861",2022-07-11,7586,"NSW"
"1862",2022-07-12,10806,"NSW"
"1863",2022-07-13,10622,"NSW"
"1864",2022-07-14,14235,"NSW"
"1865",2022-07-15,12228,"NSW"
"1866",2022-07-16,11082,"NSW"
"1867",2022-07-17,10198,"NSW"
"1868",2022-07-18,9761,"NSW"
"1869",2022-07-19,13544,"NSW"
"1870",2022-07-20,15352,"NSW"
"1871",2022-07-21,13829,"NSW"
"1872",2022-07-22,18669,"NSW"
"1873",2022-07-23,14953,"NSW"
"1874",2022-07-24,12820,"NSW"
"1875",2022-07-25,10769,"NSW"
"1876",2022-07-26,14067,"NSW"
"1877",2022-07-27,16173,"NSW"
"1878",2022-07-28,15704,"NSW"
"1879",2022-07-29,14927,"NSW"
"1880",2022-07-30,13425,"NSW"
"1881",2022-07-31,10993,"NSW"
"1882",2022-08-01,9471,"NSW"
"1883",2022-08-02,10702,"NSW"
"1884",2022-08-03,16648,"NSW"
"1885",2022-08-04,14387,"NSW"
"1886",2022-08-05,12908,"NSW"
"1887",2022-08-06,11998,"NSW"
"1888",2022-08-07,10027,"NSW"
"1889",2022-08-08,7648,"NSW"
"1890",2022-08-09,10043,"NSW"
"1891",2022-08-10,11356,"NSW"
"1892",2022-08-11,10515,"NSW"
"1893",2022-08-12,9528,"NSW"
"1894",2022-08-13,8217,"NSW"
"1895",2022-08-14,6979,"NSW"
"1896",2022-08-15,5490,"NSW"
"1897",2022-08-16,7145,"NSW"
"1898",2022-08-17,8064,"NSW"
"1899",2022-08-18,8149,"NSW"
"1900",2022-08-19,6899,"NSW"
"1901",2022-08-20,6116,"NSW"
"1902",2022-08-21,4335,"NSW"
"1903",2022-08-22,5013,"NSW"
"1904",2022-08-23,5567,"NSW"
"1905",2022-08-24,6690,"NSW"
"1906",2022-08-25,5790,"NSW"
"1907",2022-08-26,5645,"NSW"
"1908",2022-08-27,4738,"NSW"
"1909",2022-08-28,4160,"NSW"
"1910",2022-08-29,3394,"NSW"
"1911",2022-08-30,4271,"NSW"
"1912",2022-08-31,5434,"NSW"
"1913",2022-09-01,4701,"NSW"
"1914",2022-09-02,4169,"NSW"
"1915",2022-09-03,3602,"NSW"
"1916",2022-09-04,2887,"NSW"
"1917",2022-09-05,2341,"NSW"
"1918",2022-09-06,3000,"NSW"
"1919",2022-09-07,3666,"NSW"
"1920",2022-09-08,3334,"NSW"
"1921",2022-09-09,2920,"NSW"
"1922",2022-09-10,0,"NSW"
"1923",2022-09-11,0,"NSW"
"1924",2022-09-12,0,"NSW"
"1925",2020-01-25,0,"NT"
"1926",2020-01-26,0,"NT"
"1927",2020-01-27,0,"NT"
"1928",2020-01-28,0,"NT"
"1929",2020-01-29,0,"NT"
"1930",2020-01-30,0,"NT"
"1931",2020-01-31,0,"NT"
"1932",2020-02-01,0,"NT"
"1933",2020-02-02,0,"NT"
"1934",2020-02-03,0,"NT"
"1935",2020-02-04,0,"NT"
"1936",2020-02-05,0,"NT"
"1937",2020-02-06,0,"NT"
"1938",2020-02-07,0,"NT"
"1939",2020-02-08,0,"NT"
"1940",2020-02-09,0,"NT"
"1941",2020-02-10,0,"NT"
"1942",2020-02-11,0,"NT"
"1943",2020-02-12,0,"NT"
"1944",2020-02-13,0,"NT"
"1945",2020-02-14,0,"NT"
"1946",2020-02-15,0,"NT"
"1947",2020-02-16,0,"NT"
"1948",2020-02-17,0,"NT"
"1949",2020-02-18,0,"NT"
"1950",2020-02-19,0,"NT"
"1951",2020-02-20,0,"NT"
"1952",2020-02-21,0,"NT"
"1953",2020-02-22,0,"NT"
"1954",2020-02-23,0,"NT"
"1955",2020-02-24,0,"NT"
"1956",2020-02-25,0,"NT"
"1957",2020-02-26,0,"NT"
"1958",2020-02-27,0,"NT"
"1959",2020-02-28,0,"NT"
"1960",2020-02-29,0,"NT"
"1961",2020-03-01,0,"NT"
"1962",2020-03-02,0,"NT"
"1963",2020-03-03,0,"NT"
"1964",2020-03-04,0,"NT"
"1965",2020-03-05,0,"NT"
"1966",2020-03-06,0,"NT"
"1967",2020-03-07,0,"NT"
"1968",2020-03-08,0,"NT"
"1969",2020-03-09,0,"NT"
"1970",2020-03-10,0,"NT"
"1971",2020-03-11,0,"NT"
"1972",2020-03-12,0,"NT"
"1973",2020-03-13,0,"NT"
"1974",2020-03-14,0,"NT"
"1975",2020-03-15,0,"NT"
"1976",2020-03-16,0,"NT"
"1977",2020-03-17,0,"NT"
"1978",2020-03-18,0,"NT"
"1979",2020-03-19,0,"NT"
"1980",2020-03-20,2,"NT"
"1981",2020-03-21,2,"NT"
"1982",2020-03-22,0,"NT"
"1983",2020-03-23,0,"NT"
"1984",2020-03-24,1,"NT"
"1985",2020-03-25,0,"NT"
"1986",2020-03-26,7,"NT"
"1987",2020-03-27,3,"NT"
"1988",2020-03-28,0,"NT"
"1989",2020-03-29,0,"NT"
"1990",2020-03-30,0,"NT"
"1991",2020-03-31,4,"NT"
"1992",2020-04-01,0,"NT"
"1993",2020-04-02,2,"NT"
"1994",2020-04-03,5,"NT"
"1995",2020-04-04,0,"NT"
"1996",2020-04-05,1,"NT"
"1997",2020-04-06,0,"NT"
"1998",2020-04-07,0,"NT"
"1999",2020-04-08,0,"NT"
"2000",2020-04-09,0,"NT"
"2001",2020-04-10,0,"NT"
"2002",2020-04-11,0,"NT"
"2003",2020-04-12,0,"NT"
"2004",2020-04-13,0,"NT"
"2005",2020-04-14,0,"NT"
"2006",2020-04-15,0,"NT"
"2007",2020-04-16,0,"NT"
"2008",2020-04-17,0,"NT"
"2009",2020-04-18,0,"NT"
"2010",2020-04-19,0,"NT"
"2011",2020-04-20,0,"NT"
"2012",2020-04-21,0,"NT"
"2013",2020-04-22,0,"NT"
"2014",2020-04-23,0,"NT"
"2015",2020-04-24,0,"NT"
"2016",2020-04-25,0,"NT"
"2017",2020-04-26,0,"NT"
"2018",2020-04-27,0,"NT"
"2019",2020-04-28,0,"NT"
"2020",2020-04-29,0,"NT"
"2021",2020-04-30,0,"NT"
"2022",2020-05-01,0,"NT"
"2023",2020-05-02,2,"NT"
"2024",2020-05-03,0,"NT"
"2025",2020-05-04,0,"NT"
"2026",2020-05-05,0,"NT"
"2027",2020-05-06,0,"NT"
"2028",2020-05-07,0,"NT"
"2029",2020-05-08,0,"NT"
"2030",2020-05-09,0,"NT"
"2031",2020-05-10,0,"NT"
"2032",2020-05-11,0,"NT"
"2033",2020-05-12,0,"NT"
"2034",2020-05-13,0,"NT"
"2035",2020-05-14,0,"NT"
"2036",2020-05-15,0,"NT"
"2037",2020-05-16,0,"NT"
"2038",2020-05-17,0,"NT"
"2039",2020-05-18,0,"NT"
"2040",2020-05-19,0,"NT"
"2041",2020-05-20,0,"NT"
"2042",2020-05-21,0,"NT"
"2043",2020-05-22,0,"NT"
"2044",2020-05-23,0,"NT"
"2045",2020-05-24,0,"NT"
"2046",2020-05-25,0,"NT"
"2047",2020-05-26,0,"NT"
"2048",2020-05-27,0,"NT"
"2049",2020-05-28,0,"NT"
"2050",2020-05-29,0,"NT"
"2051",2020-05-30,0,"NT"
"2052",2020-05-31,0,"NT"
"2053",2020-06-01,0,"NT"
"2054",2020-06-02,0,"NT"
"2055",2020-06-03,0,"NT"
"2056",2020-06-04,0,"NT"
"2057",2020-06-05,0,"NT"
"2058",2020-06-06,0,"NT"
"2059",2020-06-07,0,"NT"
"2060",2020-06-08,0,"NT"
"2061",2020-06-09,0,"NT"
"2062",2020-06-10,0,"NT"
"2063",2020-06-11,0,"NT"
"2064",2020-06-12,0,"NT"
"2065",2020-06-13,0,"NT"
"2066",2020-06-14,0,"NT"
"2067",2020-06-15,0,"NT"
"2068",2020-06-16,0,"NT"
"2069",2020-06-17,0,"NT"
"2070",2020-06-18,0,"NT"
"2071",2020-06-19,0,"NT"
"2072",2020-06-20,0,"NT"
"2073",2020-06-21,0,"NT"
"2074",2020-06-22,0,"NT"
"2075",2020-06-23,0,"NT"
"2076",2020-06-24,0,"NT"
"2077",2020-06-25,0,"NT"
"2078",2020-06-26,0,"NT"
"2079",2020-06-27,0,"NT"
"2080",2020-06-28,0,"NT"
"2081",2020-06-29,0,"NT"
"2082",2020-06-30,0,"NT"
"2083",2020-07-01,0,"NT"
"2084",2020-07-02,1,"NT"
"2085",2020-07-03,0,"NT"
"2086",2020-07-04,0,"NT"
"2087",2020-07-05,0,"NT"
"2088",2020-07-06,0,"NT"
"2089",2020-07-07,0,"NT"
"2090",2020-07-08,0,"NT"
"2091",2020-07-09,0,"NT"
"2092",2020-07-10,1,"NT"
"2093",2020-07-11,0,"NT"
"2094",2020-07-12,0,"NT"
"2095",2020-07-13,0,"NT"
"2096",2020-07-14,0,"NT"
"2097",2020-07-15,0,"NT"
"2098",2020-07-16,0,"NT"
"2099",2020-07-17,0,"NT"
"2100",2020-07-18,0,"NT"
"2101",2020-07-19,0,"NT"
"2102",2020-07-20,0,"NT"
"2103",2020-07-21,0,"NT"
"2104",2020-07-22,0,"NT"
"2105",2020-07-23,0,"NT"
"2106",2020-07-24,0,"NT"
"2107",2020-07-25,0,"NT"
"2108",2020-07-26,0,"NT"
"2109",2020-07-27,0,"NT"
"2110",2020-07-28,0,"NT"
"2111",2020-07-29,0,"NT"
"2112",2020-07-30,0,"NT"
"2113",2020-07-31,1,"NT"
"2114",2020-08-01,1,"NT"
"2115",2020-08-02,0,"NT"
"2116",2020-08-03,0,"NT"
"2117",2020-08-04,0,"NT"
"2118",2020-08-05,0,"NT"
"2119",2020-08-06,0,"NT"
"2120",2020-08-07,0,"NT"
"2121",2020-08-08,0,"NT"
"2122",2020-08-09,0,"NT"
"2123",2020-08-10,0,"NT"
"2124",2020-08-11,0,"NT"
"2125",2020-08-12,0,"NT"
"2126",2020-08-13,0,"NT"
"2127",2020-08-14,0,"NT"
"2128",2020-08-15,0,"NT"
"2129",2020-08-16,0,"NT"
"2130",2020-08-17,0,"NT"
"2131",2020-08-18,0,"NT"
"2132",2020-08-19,0,"NT"
"2133",2020-08-20,0,"NT"
"2134",2020-08-21,0,"NT"
"2135",2020-08-22,0,"NT"
"2136",2020-08-23,0,"NT"
"2137",2020-08-24,0,"NT"
"2138",2020-08-25,0,"NT"
"2139",2020-08-26,0,"NT"
"2140",2020-08-27,0,"NT"
"2141",2020-08-28,0,"NT"
"2142",2020-08-29,0,"NT"
"2143",2020-08-30,0,"NT"
"2144",2020-08-31,0,"NT"
"2145",2020-09-01,0,"NT"
"2146",2020-09-02,0,"NT"
"2147",2020-09-03,0,"NT"
"2148",2020-09-04,0,"NT"
"2149",2020-09-05,0,"NT"
"2150",2020-09-06,0,"NT"
"2151",2020-09-07,0,"NT"
"2152",2020-09-08,0,"NT"
"2153",2020-09-09,0,"NT"
"2154",2020-09-10,0,"NT"
"2155",2020-09-11,0,"NT"
"2156",2020-09-12,0,"NT"
"2157",2020-09-13,0,"NT"
"2158",2020-09-14,0,"NT"
"2159",2020-09-15,0,"NT"
"2160",2020-09-16,0,"NT"
"2161",2020-09-17,0,"NT"
"2162",2020-09-18,0,"NT"
"2163",2020-09-19,0,"NT"
"2164",2020-09-20,0,"NT"
"2165",2020-09-21,0,"NT"
"2166",2020-09-22,0,"NT"
"2167",2020-09-23,0,"NT"
"2168",2020-09-24,0,"NT"
"2169",2020-09-25,0,"NT"
"2170",2020-09-26,0,"NT"
"2171",2020-09-27,0,"NT"
"2172",2020-09-28,0,"NT"
"2173",2020-09-29,0,"NT"
"2174",2020-09-30,0,"NT"
"2175",2020-10-01,0,"NT"
"2176",2020-10-02,0,"NT"
"2177",2020-10-03,0,"NT"
"2178",2020-10-04,0,"NT"
"2179",2020-10-05,0,"NT"
"2180",2020-10-06,0,"NT"
"2181",2020-10-07,0,"NT"
"2182",2020-10-08,0,"NT"
"2183",2020-10-09,0,"NT"
"2184",2020-10-10,0,"NT"
"2185",2020-10-11,0,"NT"
"2186",2020-10-12,0,"NT"
"2187",2020-10-13,0,"NT"
"2188",2020-10-14,0,"NT"
"2189",2020-10-15,0,"NT"
"2190",2020-10-16,0,"NT"
"2191",2020-10-17,0,"NT"
"2192",2020-10-18,0,"NT"
"2193",2020-10-19,0,"NT"
"2194",2020-10-20,0,"NT"
"2195",2020-10-21,0,"NT"
"2196",2020-10-22,0,"NT"
"2197",2020-10-23,0,"NT"
"2198",2020-10-24,0,"NT"
"2199",2020-10-25,0,"NT"
"2200",2020-10-26,0,"NT"
"2201",2020-10-27,0,"NT"
"2202",2020-10-28,0,"NT"
"2203",2020-10-29,4,"NT"
"2204",2020-10-30,1,"NT"
"2205",2020-10-31,0,"NT"
"2206",2020-11-01,0,"NT"
"2207",2020-11-02,0,"NT"
"2208",2020-11-03,0,"NT"
"2209",2020-11-04,0,"NT"
"2210",2020-11-05,1,"NT"
"2211",2020-11-06,0,"NT"
"2212",2020-11-07,0,"NT"
"2213",2020-11-08,0,"NT"
"2214",2020-11-09,1,"NT"
"2215",2020-11-10,1,"NT"
"2216",2020-11-11,0,"NT"
"2217",2020-11-12,1,"NT"
"2218",2020-11-13,4,"NT"
"2219",2020-11-14,0,"NT"
"2220",2020-11-15,0,"NT"
"2221",2020-11-16,0,"NT"
"2222",2020-11-17,0,"NT"
"2223",2020-11-18,0,"NT"
"2224",2020-11-19,0,"NT"
"2225",2020-11-20,0,"NT"
"2226",2020-11-21,0,"NT"
"2227",2020-11-22,0,"NT"
"2228",2020-11-23,1,"NT"
"2229",2020-11-24,0,"NT"
"2230",2020-11-25,2,"NT"
"2231",2020-11-26,3,"NT"
"2232",2020-11-27,0,"NT"
"2233",2020-11-28,0,"NT"
"2234",2020-11-29,0,"NT"
"2235",2020-11-30,1,"NT"
"2236",2020-12-01,0,"NT"
"2237",2020-12-02,0,"NT"
"2238",2020-12-03,6,"NT"
"2239",2020-12-04,0,"NT"
"2240",2020-12-05,0,"NT"
"2241",2020-12-06,0,"NT"
"2242",2020-12-07,0,"NT"
"2243",2020-12-08,2,"NT"
"2244",2020-12-09,0,"NT"
"2245",2020-12-10,1,"NT"
"2246",2020-12-11,0,"NT"
"2247",2020-12-12,0,"NT"
"2248",2020-12-13,1,"NT"
"2249",2020-12-14,1,"NT"
"2250",2020-12-15,2,"NT"
"2251",2020-12-16,0,"NT"
"2252",2020-12-17,2,"NT"
"2253",2020-12-18,1,"NT"
"2254",2020-12-19,2,"NT"
"2255",2020-12-20,0,"NT"
"2256",2020-12-21,0,"NT"
"2257",2020-12-22,0,"NT"
"2258",2020-12-23,1,"NT"
"2259",2020-12-24,1,"NT"
"2260",2020-12-25,0,"NT"
"2261",2020-12-26,0,"NT"
"2262",2020-12-27,0,"NT"
"2263",2020-12-28,0,"NT"
"2264",2020-12-29,1,"NT"
"2265",2020-12-30,0,"NT"
"2266",2020-12-31,1,"NT"
"2267",2021-01-01,0,"NT"
"2268",2021-01-02,6,"NT"
"2269",2021-01-03,0,"NT"
"2270",2021-01-04,0,"NT"
"2271",2021-01-05,6,"NT"
"2272",2021-01-06,0,"NT"
"2273",2021-01-07,1,"NT"
"2274",2021-01-08,0,"NT"
"2275",2021-01-09,1,"NT"
"2276",2021-01-10,1,"NT"
"2277",2021-01-11,0,"NT"
"2278",2021-01-12,0,"NT"
"2279",2021-01-13,1,"NT"
"2280",2021-01-14,2,"NT"
"2281",2021-01-15,0,"NT"
"2282",2021-01-16,0,"NT"
"2283",2021-01-17,0,"NT"
"2284",2021-01-18,0,"NT"
"2285",2021-01-19,1,"NT"
"2286",2021-01-20,2,"NT"
"2287",2021-01-21,1,"NT"
"2288",2021-01-22,0,"NT"
"2289",2021-01-23,1,"NT"
"2290",2021-01-24,0,"NT"
"2291",2021-01-25,0,"NT"
"2292",2021-01-26,0,"NT"
"2293",2021-01-27,0,"NT"
"2294",2021-01-28,0,"NT"
"2295",2021-01-29,0,"NT"
"2296",2021-01-30,0,"NT"
"2297",2021-01-31,0,"NT"
"2298",2021-02-01,0,"NT"
"2299",2021-02-02,0,"NT"
"2300",2021-02-03,0,"NT"
"2301",2021-02-04,1,"NT"
"2302",2021-02-05,0,"NT"
"2303",2021-02-06,2,"NT"
"2304",2021-02-07,1,"NT"
"2305",2021-02-08,0,"NT"
"2306",2021-02-09,0,"NT"
"2307",2021-02-10,0,"NT"
"2308",2021-02-11,0,"NT"
"2309",2021-02-12,0,"NT"
"2310",2021-02-13,0,"NT"
"2311",2021-02-14,1,"NT"
"2312",2021-02-15,0,"NT"
"2313",2021-02-16,0,"NT"
"2314",2021-02-17,0,"NT"
"2315",2021-02-18,0,"NT"
"2316",2021-02-19,0,"NT"
"2317",2021-02-20,1,"NT"
"2318",2021-02-21,0,"NT"
"2319",2021-02-22,0,"NT"
"2320",2021-02-23,0,"NT"
"2321",2021-02-24,0,"NT"
"2322",2021-02-25,0,"NT"
"2323",2021-02-26,1,"NT"
"2324",2021-02-27,0,"NT"
"2325",2021-02-28,0,"NT"
"2326",2021-03-01,0,"NT"
"2327",2021-03-02,0,"NT"
"2328",2021-03-03,0,"NT"
"2329",2021-03-04,0,"NT"
"2330",2021-03-05,0,"NT"
"2331",2021-03-06,0,"NT"
"2332",2021-03-07,0,"NT"
"2333",2021-03-08,0,"NT"
"2334",2021-03-09,0,"NT"
"2335",2021-03-10,0,"NT"
"2336",2021-03-11,0,"NT"
"2337",2021-03-12,0,"NT"
"2338",2021-03-13,0,"NT"
"2339",2021-03-14,0,"NT"
"2340",2021-03-15,0,"NT"
"2341",2021-03-16,0,"NT"
"2342",2021-03-17,1,"NT"
"2343",2021-03-18,0,"NT"
"2344",2021-03-19,0,"NT"
"2345",2021-03-20,0,"NT"
"2346",2021-03-21,0,"NT"
"2347",2021-03-22,0,"NT"
"2348",2021-03-23,0,"NT"
"2349",2021-03-24,0,"NT"
"2350",2021-03-25,0,"NT"
"2351",2021-03-26,0,"NT"
"2352",2021-03-27,0,"NT"
"2353",2021-03-28,2,"NT"
"2354",2021-03-29,0,"NT"
"2355",2021-03-30,0,"NT"
"2356",2021-03-31,0,"NT"
"2357",2021-04-01,1,"NT"
"2358",2021-04-02,2,"NT"
"2359",2021-04-03,0,"NT"
"2360",2021-04-04,1,"NT"
"2361",2021-04-05,0,"NT"
"2362",2021-04-06,0,"NT"
"2363",2021-04-07,0,"NT"
"2364",2021-04-08,0,"NT"
"2365",2021-04-09,0,"NT"
"2366",2021-04-10,0,"NT"
"2367",2021-04-11,0,"NT"
"2368",2021-04-12,0,"NT"
"2369",2021-04-13,0,"NT"
"2370",2021-04-14,1,"NT"
"2371",2021-04-15,0,"NT"
"2372",2021-04-16,0,"NT"
"2373",2021-04-17,6,"NT"
"2374",2021-04-18,0,"NT"
"2375",2021-04-19,4,"NT"
"2376",2021-04-20,6,"NT"
"2377",2021-04-21,3,"NT"
"2378",2021-04-22,5,"NT"
"2379",2021-04-23,12,"NT"
"2380",2021-04-24,10,"NT"
"2381",2021-04-25,1,"NT"
"2382",2021-04-26,4,"NT"
"2383",2021-04-27,0,"NT"
"2384",2021-04-28,1,"NT"
"2385",2021-04-29,0,"NT"
"2386",2021-04-30,1,"NT"
"2387",2021-05-01,0,"NT"
"2388",2021-05-02,0,"NT"
"2389",2021-05-03,0,"NT"
"2390",2021-05-04,0,"NT"
"2391",2021-05-05,0,"NT"
"2392",2021-05-06,1,"NT"
"2393",2021-05-07,0,"NT"
"2394",2021-05-08,0,"NT"
"2395",2021-05-09,0,"NT"
"2396",2021-05-10,0,"NT"
"2397",2021-05-11,0,"NT"
"2398",2021-05-12,0,"NT"
"2399",2021-05-13,0,"NT"
"2400",2021-05-14,0,"NT"
"2401",2021-05-15,2,"NT"
"2402",2021-05-16,0,"NT"
"2403",2021-05-17,0,"NT"
"2404",2021-05-18,1,"NT"
"2405",2021-05-19,0,"NT"
"2406",2021-05-20,0,"NT"
"2407",2021-05-21,0,"NT"
"2408",2021-05-22,1,"NT"
"2409",2021-05-23,0,"NT"
"2410",2021-05-24,0,"NT"
"2411",2021-05-25,0,"NT"
"2412",2021-05-26,0,"NT"
"2413",2021-05-27,1,"NT"
"2414",2021-05-28,0,"NT"
"2415",2021-05-29,1,"NT"
"2416",2021-05-30,0,"NT"
"2417",2021-05-31,0,"NT"
"2418",2021-06-01,0,"NT"
"2419",2021-06-02,0,"NT"
"2420",2021-06-03,0,"NT"
"2421",2021-06-04,0,"NT"
"2422",2021-06-05,0,"NT"
"2423",2021-06-06,0,"NT"
"2424",2021-06-07,0,"NT"
"2425",2021-06-08,1,"NT"
"2426",2021-06-09,0,"NT"
"2427",2021-06-10,0,"NT"
"2428",2021-06-11,0,"NT"
"2429",2021-06-12,0,"NT"
"2430",2021-06-13,1,"NT"
"2431",2021-06-14,0,"NT"
"2432",2021-06-15,0,"NT"
"2433",2021-06-16,0,"NT"
"2434",2021-06-17,0,"NT"
"2435",2021-06-18,1,"NT"
"2436",2021-06-19,0,"NT"
"2437",2021-06-20,0,"NT"
"2438",2021-06-21,0,"NT"
"2439",2021-06-22,0,"NT"
"2440",2021-06-23,1,"NT"
"2441",2021-06-24,0,"NT"
"2442",2021-06-25,0,"NT"
"2443",2021-06-26,1,"NT"
"2444",2021-06-27,3,"NT"
"2445",2021-06-28,1,"NT"
"2446",2021-06-29,2,"NT"
"2447",2021-06-30,0,"NT"
"2448",2021-07-01,1,"NT"
"2449",2021-07-02,0,"NT"
"2450",2021-07-03,0,"NT"
"2451",2021-07-04,0,"NT"
"2452",2021-07-05,0,"NT"
"2453",2021-07-06,0,"NT"
"2454",2021-07-07,0,"NT"
"2455",2021-07-08,1,"NT"
"2456",2021-07-09,2,"NT"
"2457",2021-07-10,0,"NT"
"2458",2021-07-11,0,"NT"
"2459",2021-07-12,1,"NT"
"2460",2021-07-13,0,"NT"
"2461",2021-07-14,0,"NT"
"2462",2021-07-15,1,"NT"
"2463",2021-07-16,1,"NT"
"2464",2021-07-17,0,"NT"
"2465",2021-07-18,0,"NT"
"2466",2021-07-19,0,"NT"
"2467",2021-07-20,0,"NT"
"2468",2021-07-21,0,"NT"
"2469",2021-07-22,0,"NT"
"2470",2021-07-23,0,"NT"
"2471",2021-07-24,1,"NT"
"2472",2021-07-25,0,"NT"
"2473",2021-07-26,0,"NT"
"2474",2021-07-27,0,"NT"
"2475",2021-07-28,0,"NT"
"2476",2021-07-29,5,"NT"
"2477",2021-07-30,0,"NT"
"2478",2021-07-31,0,"NT"
"2479",2021-08-01,0,"NT"
"2480",2021-08-02,1,"NT"
"2481",2021-08-03,0,"NT"
"2482",2021-08-04,0,"NT"
"2483",2021-08-05,0,"NT"
"2484",2021-08-06,1,"NT"
"2485",2021-08-07,0,"NT"
"2486",2021-08-08,0,"NT"
"2487",2021-08-09,0,"NT"
"2488",2021-08-10,0,"NT"
"2489",2021-08-11,0,"NT"
"2490",2021-08-12,0,"NT"
"2491",2021-08-13,0,"NT"
"2492",2021-08-14,0,"NT"
"2493",2021-08-15,0,"NT"
"2494",2021-08-16,1,"NT"
"2495",2021-08-17,0,"NT"
"2496",2021-08-18,0,"NT"
"2497",2021-08-19,0,"NT"
"2498",2021-08-20,0,"NT"
"2499",2021-08-21,0,"NT"
"2500",2021-08-22,0,"NT"
"2501",2021-08-23,0,"NT"
"2502",2021-08-24,0,"NT"
"2503",2021-08-25,0,"NT"
"2504",2021-08-26,1,"NT"
"2505",2021-08-27,0,"NT"
"2506",2021-08-28,0,"NT"
"2507",2021-08-29,0,"NT"
"2508",2021-08-30,1,"NT"
"2509",2021-08-31,0,"NT"
"2510",2021-09-01,0,"NT"
"2511",2021-09-02,0,"NT"
"2512",2021-09-03,0,"NT"
"2513",2021-09-04,0,"NT"
"2514",2021-09-05,0,"NT"
"2515",2021-09-06,0,"NT"
"2516",2021-09-07,1,"NT"
"2517",2021-09-08,0,"NT"
"2518",2021-09-09,0,"NT"
"2519",2021-09-10,0,"NT"
"2520",2021-09-11,0,"NT"
"2521",2021-09-12,0,"NT"
"2522",2021-09-13,0,"NT"
"2523",2021-09-14,0,"NT"
"2524",2021-09-15,1,"NT"
"2525",2021-09-16,0,"NT"
"2526",2021-09-17,0,"NT"
"2527",2021-09-18,0,"NT"
